project_id,candidate_id,rank_position,is_best_candidate,sample_id,project_type,city_tier,climate_zone,region,area_sqft,usable_area_pct,sunlight_hours,shade_level,floor_level,wind_exposure,load_capacity_level,railing_height_ft,waterproofing_status,drainage_quality,access_ease,surface_type,roof_material,ambient_heat_severity,avg_summer_temp_c,humidity_pct,rainfall_level,air_quality_level,dust_exposure,water_availability,irrigation_possible,orientation,surrounding_built_density,budget_inr,maintenance_preference,aesthetic_style,purpose_primary,child_pet_safe_required,edible_plants_preferred,flowering_preferred,privacy_required,seating_required,shade_required,biodiversity_priority,native_species_preference,recommendation_type,greenery_density,planter_type,irrigation_type,shade_solution,cooling_strategy,maintenance_level_pred,estimated_install_cost_inr,estimated_annual_maintenance_inr,expected_temp_reduction_c,expected_surface_temp_reduction_c,pollinator_support_score,privacy_score,feasibility_score,safety_score,species_primary,species_secondary,species_tertiary,species_mix_type,species_count_estimate,recommendation_acceptance_likelihood,long_term_success_likelihood,heat_mitigation_score,water_efficiency_score,overall_recommendation_score
PRJ-000001-000002,PRJ-000001-000002-C04,3,0,PRJ-000001-000002,rooftop,tier_1,composite_monsoon,Bangalore,1197.31,71.3,5.28,medium,15,0.8071,high,3.82,good,good,moderate,concrete,metal_sheet,low,30.12,63,heavy_monsoon,poor,medium,limited,0,NW,very_high,96444,moderate,mediterranean,food,0,1,0,1,0,0,1,1,herb_focused,moderate,fabric_grow_bag,rainfed_only,none,evapotranspiration_light,L2_moderate,110910.6,8174.57,3.945,4.926,0.7025,0.35,0.9528,0.8659,Holy basil (tulsi),Malabar spinach,Curry leaf screen,polyculture_lite,4,0.5045,0.341,0.4125,0.505,0.5151
PRJ-000001-000002,PRJ-000001-000002-C00,4,0,PRJ-000001-000002,rooftop,tier_1,composite_monsoon,Bangalore,1197.31,71.3,5.28,medium,15,0.8071,high,3.82,good,good,moderate,concrete,metal_sheet,low,30.12,63,heavy_monsoon,poor,medium,limited,0,NW,very_high,96444,moderate,mediterranean,food,0,1,0,1,0,0,1,1,herb_focused,dense,fabric_grow_bag,manual_watering,umbrella_portable,evapotranspiration_light,L3_intensive,110910.6,19529.75,6.728,9.483,0.5825,0.35,0.9833,0.8298,Holy basil (tulsi),Malabar spinach,Bougainvillea,tri_layer_simple,3,0.2864,0.2614,0.6908,0.505,0.4972
PRJ-000001-000002,PRJ-000001-000002-C02,5,0,PRJ-000001-000002,rooftop,tier_1,composite_monsoon,Bangalore,1197.31,71.3,5.28,medium,15,0.8071,high,3.82,good,good,moderate,concrete,metal_sheet,low,30.12,63,heavy_monsoon,poor,medium,limited,0,NW,very_high,96444,moderate,mediterranean,food,0,1,0,1,0,0,1,1,herb_focused,sparse,wooden_box,manual_watering,none,evapotranspiration_light,L2_moderate,110910.6,13478.99,4.494,7.083,0.5825,0.35,0.904,0.8241,Holy basil (tulsi),Malabar spinach,Bougainvillea,tri_layer_simple,3,0.4661,0.4196,0.4674,0.505,0.4617
PRJ-000001-000003,PRJ-000001-000003-C03,1,1,PRJ-000001-000003,balcony,tier_2,tropical_dry,Mumbai_MMR,103.48,70.7,7.77,low,8,0.3933,medium,3.67,unknown,good,easy,mixed,rcc,high,36.35,54,moderate,good,low,adequate,1,W,high,57528,high,colorful_annuals,low_maintenance_green,0,0,1,0,0,0,0,1,shade_first_greenery,dense,modular_rail_planters,drip_timer,pergola_lite,combined_shade_et,L3_intensive,66157.2,8740.93,9.962,16.696,0.3551,0.1,0.9947,0.8996,Okra,Marigold,Vetiver grass,duo_complement,2,0.5444,0.4526,1.0,1.0,0.7705
PRJ-000001-000003,PRJ-000001-000003-C01,2,0,PRJ-000001-000003,balcony,tier_2,tropical_dry,Mumbai_MMR,103.48,70.7,7.77,low,8,0.3933,medium,3.67,unknown,good,easy,mixed,rcc,high,36.35,54,moderate,good,low,adequate,1,W,high,57528,high,colorful_annuals,low_maintenance_green,0,0,1,0,0,0,0,1,shade_first_greenery,very_dense,fabric_grow_bag,manual_watering,shade_net_50,combined_shade_et,L3_intensive,66157.2,10959.42,9.491,11.677,0.3551,0.1,0.9358,0.8796,Sweet potato vine,Okra,Vetiver grass,duo_complement,2,0.4894,0.4722,1.0,0.8625,0.6921
PRJ-000001-000003,PRJ-000001-000003-C02,3,0,PRJ-000001-000003,balcony,tier_2,tropical_dry,Mumbai_MMR,103.48,70.7,7.77,low,8,0.3933,medium,3.67,unknown,good,easy,mixed,rcc,high,36.35,54,moderate,good,low,adequate,1,W,high,57528,high,colorful_annuals,low_maintenance_green,0,0,1,0,0,0,0,1,intensive_green_roof_lite,moderate,wooden_box,manual_watering,shade_net_50,evapotranspiration_light,L3_intensive,66157.2,9786.27,8.041,14.368,0.3551,0.1,1.0,0.8827,Vetiver grass,Okra,Lemongrass screen,duo_complement,2,0.392,0.4947,0.8961,0.8625,0.6718
PRJ-000001-000003,PRJ-000001-000003-C04,4,0,PRJ-000001-000003,balcony,tier_2,tropical_dry,Mumbai_MMR,103.48,70.7,7.77,low,8,0.3933,medium,3.67,unknown,good,easy,mixed,rcc,high,36.35,54,moderate,good,low,adequate,1,W,high,57528,high,colorful_annuals,low_maintenance_green,0,0,1,0,0,0,0,1,intensive_green_roof_lite,moderate,concrete_custom,drip_timer,shade_net_50,combined_shade_et,L3_intensive,66157.2,6432.92,6.58,11.158,0.3551,0.35,1.0,0.8765,Bougainvillea,Okra,Vetiver grass,duo_complement,2,0.5003,0.5433,0.75,1.0,0.6581
PRJ-000001-000003,PRJ-000001-000003-C00,5,0,PRJ-000001-000003,balcony,tier_2,tropical_dry,Mumbai_MMR,103.48,70.7,7.77,low,8,0.3933,medium,3.67,unknown,good,easy,mixed,rcc,high,36.35,54,moderate,good,low,adequate,1,W,high,57528,high,colorful_annuals,low_maintenance_green,0,0,1,0,0,0,0,1,intensive_green_roof_lite,very_dense,fabric_grow_bag,drip_timer,shade_net_50,evapotranspiration_heavy,L3_intensive,66157.2,10227.99,9.66,18.159,0.3551,0.1,1.0,0.8514,Okra,Vetiver grass,Curry leaf,duo_complement,2,0.3764,0.4517,1.0,1.0,0.6419
PRJ-000001-000004,PRJ-000001-000004-C02,1,1,PRJ-000001-000004,terrace,tier_2,composite_monsoon,NCR,525.54,61.2,6.23,low,18,0.4879,low,3.11,good,poor,moderate,concrete,rcc,low,36.09,74,moderate,moderate,low,adequate,1,N,high,110302,minimal,native_wild,cooling,0,0,0,0,0,1,0,1,mixed_canopy_lite,moderate,plastic_basic,manual_watering,shade_net_75,evapotranspiration_light,L0_minimal,126847.3,8841.11,4.904,6.091,0.2787,0.1,0.8168,0.7584,Coriander,Holy basil (tulsi),Holy basil (tulsi),duo_complement,2,0.7543,0.6764,0.5214,0.8625,0.7456
PRJ-000001-000004,PRJ-000001-000004-C00,2,0,PRJ-000001-000004,terrace,tier_2,composite_monsoon,NCR,525.54,61.2,6.23,low,18,0.4879,low,3.11,good,poor,moderate,concrete,rcc,low,36.09,74,moderate,moderate,low,adequate,1,N,high,110302,minimal,native_wild,cooling,0,0,0,0,0,1,0,1,raised_beds,moderate,plastic_basic,drip_timer,companion_tall_plants,evapotranspiration_light,L0_minimal,126847.3,9972.95,4.961,5.97,0.2787,0.1,0.79,0.7708,Holy basil (tulsi),Coriander,Coriander,duo_complement,2,0.8216,0.666,0.5271,1.0,0.7267
PRJ-000001-000004,PRJ-000001-000004-C03,3,0,PRJ-000001-000004,terrace,tier_2,composite_monsoon,NCR,525.54,61.2,6.23,low,18,0.4879,low,3.11,good,poor,moderate,concrete,rcc,low,36.09,74,moderate,moderate,low,adequate,1,N,high,110302,minimal,native_wild,cooling,0,0,0,0,0,1,0,1,raised_beds,moderate,fabric_grow_bag,drip_timer,companion_tall_plants,reflective_mulch,L0_minimal,126847.3,6723.04,4.836,8.392,0.3987,0.1,0.947,0.7773,Malabar spinach,Holy basil (tulsi),Coriander,tri_layer_simple,3,0.728,0.6035,0.5146,1.0,0.6936
PRJ-000001-000004,PRJ-000001-000004-C01,4,0,PRJ-000001-000004,terrace,tier_2,composite_monsoon,NCR,525.54,61.2,6.23,low,18,0.4879,low,3.11,good,poor,moderate,concrete,rcc,low,36.09,74,moderate,moderate,low,adequate,1,N,high,110302,minimal,native_wild,cooling,0,0,0,0,0,1,0,1,green_wall_lite,moderate,plastic_basic,manual_watering,companion_tall_plants,reflective_mulch,L0_minimal,126847.3,9849.68,5.15,6.274,0.3987,0.1,0.8899,0.7987,Holy basil (tulsi),Coriander,Malabar spinach,tri_layer_simple,3,0.6759,0.5594,0.5459,0.8625,0.6493
